标题,标题链接,图片,播放,弹幕,视频时长,作者主页,作者,时间
来自芽衣厨的疯狂（AI对话）,https://www.bilibili.com/video/BV1cx4y1o7yk/,https://i1.hdslb.com/bfs/archive/c1fe86baf4c56c82a15dc731ad6008b160e30bfb.jpg@672w_378h_1c_!web-search-common-cover,398,1,3:03,https://space.bilibili.com/1493221065,米哈游知名女演员, · 2023-7-13
当秦始皇与AI对话(doge),https://www.bilibili.com/video/BV1GP411o7Z2/,https://i0.hdslb.com/bfs/archive/cfc14085557da5126ad0008052a1926c09953f01.jpg@672w_378h_1c_!web-search-common-cover,147,0,0:38,https://space.bilibili.com/499177510,热血懒玖, · 2023-3-20
快来和AI对话，实现英语流畅愿望,https://www.bilibili.com/video/BV1nc411S7rd/,https://i2.hdslb.com/bfs/archive/fa06d41243b7932a1f0a4269a63e1ba4662198e2.jpg@672w_378h_1c_!web-search-common-cover,145,0,0:16,https://space.bilibili.com/3546592583879096,bili_89381091714, · 2023-12-12
ChatGPT王炸级更新，我们应该焦虑吗？人类应该如何驾驭AI？ 对话OpenAI创始人山姆·奥特曼 | AI夜话,https://www.bilibili.com/video/BV1Yj411a7rh/,https://i0.hdslb.com/bfs/archive/159309483904bf0ba7ebf43f3ee1e2375cf65730.jpg@672w_378h_1c_!web-search-common-cover,3742,2,3:24,https://space.bilibili.com/570352559,AI赵大师兄, · 2023-11-11
与AI的对话(探索系列2)：是否存在完美的逻辑体系,https://www.bilibili.com/video/BV1ej411i7UU/,https://i0.hdslb.com/bfs/archive/dd0216815a292afae3933073a20a53359fd4d5f7.jpg@672w_378h_1c_!web-search-common-cover,1.1万,12,11:57,https://space.bilibili.com/27973201,民间科学艺术家, · 2023-10-24
情感交流机：解读AI情感对话生成技术【沈向洋带你读论文】【文本情感表达】,https://www.bilibili.com/video/BV19B4y1y7PR/,https://i1.hdslb.com/bfs/archive/fb6fcacfc6bfcb31ee4fe62d11addd4b535a361e.jpg@672w_378h_1c_!web-search-common-cover,4688,3,34:03:00,https://space.bilibili.com/1706874133,ReadPaper论文阅读, · 2022-5-19
【Max_AI】Character.AI：对话圣贤、私人家教、美女养成？,https://www.bilibili.com/video/BV1pj411o79b/,https://i1.hdslb.com/bfs/archive/94316a0553894add92c7d22c5bdecf4eda018214.jpg@672w_378h_1c_!web-search-common-cover,229,0,10:44,https://space.bilibili.com/242428565,Max的AI工具库, · 2023-7-18
偷偷告诉你一个免费的AI创作平台，有midjourney绘图，chatgpt AI对话，还有很多免费功能，还不快收藏起来,https://www.bilibili.com/video/BV17c41127H8/,https://i0.hdslb.com/bfs/archive/670cc425d186ff346b28d80d3e06fc64ccbd2eaf.jpg@672w_378h_1c_!web-search-common-cover,147,0,0:31,https://space.bilibili.com/3546594163034690,极客汪星人v6, · 2023-12-16
GPT和GPT聊天会擦出怎样的火花？两个AI的对话,https://www.bilibili.com/video/BV1ok4y1H7be/,https://i1.hdslb.com/bfs/archive/87833ac7c8fbd020d40c72a40282c093851f9dde.jpg@672w_378h_1c_!web-search-common-cover,384,0,2:02,https://space.bilibili.com/1106099885,爱撸串的猪, · 2023-6-4
对话AI荣格，与心理学家谈抑郁症的根源与治疗方法 | AI夜话 赵大师兄,https://www.bilibili.com/video/BV1YV411T7tZ/,https://i1.hdslb.com/bfs/archive/43656ef93ea62ae2510f76185038b4642894a7a6.jpg@672w_378h_1c_!web-search-common-cover,6411,3,4:08,https://space.bilibili.com/570352559,AI赵大师兄, · 2023-7-12
【VRChat】游戏里也社恐吗？来看看Lunran的Ai语音对话机器人！,https://www.bilibili.com/video/BV1n94y1S7q1/,https://i2.hdslb.com/bfs/archive/10a5c2782526478552590cecd56e1c5a3bd91d07.jpg@672w_378h_1c_!web-search-common-cover,1716,1,5:59,https://space.bilibili.com/6930825,暖灰WarmGrey1, · 2022-6-1
与Ai对话篇截录1,https://www.bilibili.com/video/BV1Cs4y1m7GN/,https://i1.hdslb.com/bfs/archive/55fb4b633c3bb94ae103236d1c3a7bc1e13959c5.jpg@672w_378h_1c_!web-search-common-cover,157,0,0:34,https://space.bilibili.com/409161787,珍惜即拥有, · 2023-4-11
免费的ai对话与ai绘画网站，最新的gp t4和mj,https://www.bilibili.com/video/BV1da4y1m7QC/,https://i1.hdslb.com/bfs/archive/59b3b6df3deec3c4f1dd0ca49b74c53b5842990c.jpg@672w_378h_1c_!web-search-common-cover,101,0,1:14,https://space.bilibili.com/550936467,小小李和小胖丫, · 2023-11-17
两个ai对话，谨防被骗,https://www.bilibili.com/video/BV1Le411R73F/,https://i2.hdslb.com/bfs/archive/136f7197ef7cd3998f5f9f3b6c42f04cac421c4a.jpg@672w_378h_1c_!web-search-common-cover,150,0,0:13,https://space.bilibili.com/15348212,涛5813, · 2023-11-3
和历史人物林肯ai对话，更能了解他,https://www.bilibili.com/video/BV1Rh4y1T7Ng/,https://i2.hdslb.com/bfs/archive/b34e63084fd6a56bcaf3ff50690c5b280cf38e3d.jpg@672w_378h_1c_!web-search-common-cover,103,0,0:41,https://space.bilibili.com/3494381208209784,未来科技实验室, · 2023-8-29
chatgpt使用指南2.0，与AI的有趣对话,https://www.bilibili.com/video/BV1fj411M7BX/,https://i0.hdslb.com/bfs/archive/ec2e871a1845c2067e4e96d9ca34129bad4918a1.jpg@672w_378h_1c_!web-search-common-cover,217,0,5:33,https://space.bilibili.com/95701779,爆米花抱花生和米, · 2023-3-6
chatgpt源码迈特AI助手-AI对话模块配置教程,https://www.bilibili.com/video/BV1VW4y1f7Y5/,https://i2.hdslb.com/bfs/archive/7f670a0890b5675f75a912823dc6fe38f50d32d8.jpg@672w_378h_1c_!web-search-common-cover,734,0,0:56,https://space.bilibili.com/370414193,迈特科技老乔, · 2023-7-6
最强AI集成工具，结合了市面上各种热门AI，写代码绘画对话全不误,https://www.bilibili.com/video/BV1k94y137bG/,https://i0.hdslb.com/bfs/archive/d46258e19ef711fc4e459397dc2bbaaca563f6ac.jpg@672w_378h_1c_!web-search-common-cover,377,0,2:56,https://space.bilibili.com/239531932,lin53951, · 2023-11-13
和AI对话：chatgpt告诉你死亡的真相是什么？,https://www.bilibili.com/video/BV1vt4y1d7vb/,https://i0.hdslb.com/bfs/archive/d54bee09633ff01b78c44a1018a0fa2e921bd244.jpg@672w_378h_1c_!web-search-common-cover,146,0,1:29,https://space.bilibili.com/3493292276714067,蚂蚁boos, · 1-8
第七届西湖论剑·中国杭州网络安全技能大赛赛前直播：对话AI与安全，赛制赛题大揭秘,https://www.bilibili.com/video/BV12a4y1k7Rk/,https://i0.hdslb.com/bfs/archive/acad037f53be2d821315b21c37f1132ee3941df3.jpg@672w_378h_1c_!web-search-common-cover,5487,0,47:05:00,https://space.bilibili.com/631234903,安恒数字人才创研院, · 1-23
外婆用得好天猫精灵吗 ？来自七旬老人与AI智能语音的对话,https://www.bilibili.com/video/BV1EJ411r747/,https://i0.hdslb.com/bfs/archive/e0c533b023f435f694f08c8b0576ed43280cf720.jpg@672w_378h_1c_!web-search-common-cover,1147,1,3:23,https://space.bilibili.com/49890077,Hourii_, · 2019-12-18
星野ai对话，测试忍耐度。,https://www.bilibili.com/video/BV1yi4y1q77Q/,https://i2.hdslb.com/bfs/archive/113462254dd262bfdd30805d58b6930680e891eb.jpg@672w_378h_1c_!web-search-common-cover,295,1,3:50,https://space.bilibili.com/496654462,向晚大莱王, · 1-7
【虚拟人F201】和智能音箱一起吐槽人类，新浪2020科技风云榜AI圆桌对话【AI小冰框架】,https://www.bilibili.com/video/BV19V411t7Xq/,https://i0.hdslb.com/bfs/archive/c3a20fbdee594abfc5c5ab6d241431ec457ebbde.jpg@672w_378h_1c_!web-search-common-cover,1.1万,126,8:29,https://space.bilibili.com/35205238,AI小冰, · 2021-1-13
AI虚拟人主动式交互，UE5+大模型+实时语音交互，儿童乐园对话场景,https://www.bilibili.com/video/BV1uu4y1n7gs/,https://i2.hdslb.com/bfs/archive/612ba7500ab47190af828e212f1a74ee12668dcb.jpg@672w_378h_1c_!web-search-common-cover,1287,1,3:37,https://space.bilibili.com/389722960,火星一郎, · 2023-12-18
与AI对话：喜迎双节,https://www.bilibili.com/video/BV16m4y1371u/,https://i1.hdslb.com/bfs/archive/0d5bb1288e51490655e5ed452d7b54e1e2fecb4b.jpg@672w_378h_1c_!web-search-common-cover,423,0,1:48,https://space.bilibili.com/440148800,大陈聊AI, · 2023-10-1
AI对话机器人系统搭建,https://www.bilibili.com/video/BV1Bu4y1371E/,https://i1.hdslb.com/bfs/archive/3c8853c0d04377ccd7159122f165def5472b3671.jpg@672w_378h_1c_!web-search-common-cover,140,0,0:43,https://space.bilibili.com/593755630,诺可可网络, · 2023-12-8
和哈利波特AI对话太有意思了,https://www.bilibili.com/video/BV1BF411k7bw/,https://i1.hdslb.com/bfs/archive/b070935620f52fd4c38a768908a1717c4db16d14.jpg@672w_378h_1c_!web-search-common-cover,88,0,0:57,https://space.bilibili.com/3536995299100762,倚塔AI小故事, · 2023-9-1
星野:AI对话。只要你发疯么就可以解决世界的99%的问题，剩下的1%是你不够疯。🐒,https://www.bilibili.com/video/BV1Me411U7XH/,https://i1.hdslb.com/bfs/archive/c5656089d2737cf44d627aeb2dc409d7addc74ea.jpg@672w_378h_1c_!web-search-common-cover,137,0,0:25,https://space.bilibili.com/3461568561940611,摇姐特别懒, · 1-8
仅通过语言AI对话即可自动完成3D打印切片设置,https://www.bilibili.com/video/BV1BY4y1Z7Mv/,https://i1.hdslb.com/bfs/archive/34bd02e8a04d6cc68d8388c78b6f69baf96f19f0.jpg@672w_378h_1c_!web-search-common-cover,2147,0,1:08,https://space.bilibili.com/32745413,南极熊3D打印网, · 2023-1-19
AI探讨，AI佛洛依德对话AI尼采，探讨外星人话题,https://www.bilibili.com/video/BV1Rw411r7tL/,https://i0.hdslb.com/bfs/archive/c54e50f58f6b86a94b656a0f72b9307bf18a09db.jpg@672w_378h_1c_!web-search-common-cover,3245,3,5:58,https://space.bilibili.com/205883450,何啟缘由BEGIN, · 2023-10-13
对话AI鲁迅，问他孔乙己表达是什么！问他作品中最喜欢的的人物居然不是孔乙己而是一个女人！,https://www.bilibili.com/video/BV1Qj411c7qo/,https://i2.hdslb.com/bfs/archive/88fe7d4cbf938059b0912be24d1c6c9de6cb26f7.jpg@672w_378h_1c_!web-search-common-cover,232,0,1:02,https://space.bilibili.com/1836070315,幻想美梦日记, · 2023-4-9
对话AI写一篇小学班主任家长会的发言稿,https://www.bilibili.com/video/BV16P411m7QR/,https://i2.hdslb.com/bfs/archive/8959414c0ab0e20bf2227b54dc79d179844e9aa8.jpg@672w_378h_1c_!web-search-common-cover,253,0,1:10,https://space.bilibili.com/3493284513057105,南城FE, · 2023-4-23
AI对话——罗辑对三体中其他人的看法,https://www.bilibili.com/video/BV1AR4y1Y7gF/,https://i1.hdslb.com/bfs/archive/6c68f7f5e96685216f2749c8cf0f2eefc63f75a9.jpg@672w_378h_1c_!web-search-common-cover,294,0,0:31,https://space.bilibili.com/1012713837,云墨丹心T, · 2023-1-23
一次和ChatGpt的对话，还有哪些行业是不被AI替代的？,https://www.bilibili.com/video/BV13c411K7bL/,https://i0.hdslb.com/bfs/archive/faa70be363f454d1a9a7267508b014ede53dcfef.jpg@672w_378h_1c_!web-search-common-cover,117,0,1:56,https://space.bilibili.com/476558415,乒乒乓乓乒乒乓乓呀, · 2023-5-9
《和病娇ai的沉浸式对话》,https://www.bilibili.com/video/BV1gM4y1R7yt/,https://i1.hdslb.com/bfs/archive/9d2963f0847fc50efaba3dc16897c84dabe8196f.jpg@672w_378h_1c_!web-search-common-cover,1016,0,3:39,https://space.bilibili.com/516050050,星が落ちる時_, · 2023-2-1
【AI】让AI兄弟对话，他们居然（//▽//),https://www.bilibili.com/video/BV1W8411Q7bJ/,https://i1.hdslb.com/bfs/archive/17a0aa52-18a1be02a81.jpeg@672w_378h_1c_!web-search-common-cover,140,0,1:22,https://space.bilibili.com/396405330,ReStanLoser, · 2023-8-22
【倚塔app】ai英语场景对话，多场景英语自由对话,https://www.bilibili.com/video/BV1Ko4y1t7gi/,https://i2.hdslb.com/bfs/archive/b95fa0fafbe69d968447b2f6839811bcab8ecf2d.jpg@672w_378h_1c_!web-search-common-cover,354,0,0:35,https://space.bilibili.com/12581560,仙子淼淼, · 2023-4-29
宇宙最强AI语音对话，你用了吗？,https://www.bilibili.com/video/BV1H64y1A7aB/,https://i2.hdslb.com/bfs/archive/b2631555436ea6db81d696607a85c24cde1b2632.jpg@672w_378h_1c_!web-search-common-cover,12,0,2:37,https://space.bilibili.com/108928861,小刘总-人工智能, · 1-19
与AI大姐姐的诙谐对话：笑点满满,https://www.bilibili.com/video/BV1Lu4y1x7Vg/,https://i0.hdslb.com/bfs/archive/cd5c21e52c56b8e3f0e517da9a73dcc622673db3.jpg@672w_378h_1c_!web-search-common-cover,139,0,5:44,https://space.bilibili.com/55797662,MVPzhuziang, · 2023-10-4
两个跨时代人物！AI马斯克对话AI乔布斯：人工智能会产生威胁吗,https://www.bilibili.com/video/BV1YM411V7bp/,https://i1.hdslb.com/bfs/archive/b9f5afb2fe6801fdab4a2216c5ecf102f54f0aa8.jpg@672w_378h_1c_!web-search-common-cover,2049,0,1:23,https://space.bilibili.com/2144464488,掌闻视讯, · 2023-4-19
AI对话，真以为夏彦来找我,https://www.bilibili.com/video/BV1bY4y127Pc/,https://i0.hdslb.com/bfs/archive/432f2f40e70ad2ff9992bb438e47a0eef55fe243.jpg@672w_378h_1c_!web-search-common-cover,379,0,1:22,https://space.bilibili.com/454894067,601工作室, · 2023-2-26
AI对话演示,https://www.bilibili.com/video/BV1CL411d7n6/,https://i1.hdslb.com/bfs/archive/cbe3e62c3589f0c386d5314afba4d1b8aad5b8ee.jpg@672w_378h_1c_!web-search-common-cover,247,0,2:17,https://space.bilibili.com/1727339114,AIGC0, · 2023-3-10
当AI和自己互喷时，要觉醒了？,https://www.bilibili.com/video/BV1fc411i7cH/,https://i0.hdslb.com/bfs/archive/d082fbee6519a84f9fbc6d8e866b6f71eb0bc284.jpg@672w_378h_1c_!web-search-common-cover,664,0,0:39,https://space.bilibili.com/3546581592705157,赛博MrAI, · 2023-12-8
Ai对话让人深思,https://www.bilibili.com/video/BV1BB4y1Z7GZ/,https://i2.hdslb.com/bfs/archive/dce0da3431d8b35baf1cf61031deb35d316dd895.jpg@672w_378h_1c_!web-search-common-cover,90,0,1:16,https://space.bilibili.com/1258481926,51CTO邓鹏, · 2023-10-13
对话AI-唐纳德 特朗普,https://www.bilibili.com/video/BV11N4y1P77q/,https://i0.hdslb.com/bfs/archive/a0bd7ef40def768df989283a1f629834b75285b0.jpg@672w_378h_1c_!web-search-common-cover,304,0,24:22:00,https://space.bilibili.com/2110423924,宇宙大镖客iA, · 2022-9-28
#AI 对话智能体，人们生活水平提高了，为什么大家还是感觉不开心？听下AI的回答,https://www.bilibili.com/video/BV1kC4y1S7ua/,https://i2.hdslb.com/bfs/archive/eeba90325dda41a0e2044bbbdec9a909e1b1ad1b.jpg@672w_378h_1c_!web-search-common-cover,135,0,0:28,https://space.bilibili.com/2081996065,Tony洲宇, · 2023-12-20
两个AI之间的对话,https://www.bilibili.com/video/BV1f44y1473V/,https://i2.hdslb.com/bfs/archive/ff0a38fef4c574bc48afd8883a7ca5d287487241.jpg@672w_378h_1c_!web-search-common-cover,707,0,5:45,https://space.bilibili.com/107065231,PAAPI1, · 2021-9-28
“人工智能危机”离我们还有多远？对话AI专家金宏老师,https://www.bilibili.com/video/BV12d4y1D7Sy/,https://i1.hdslb.com/bfs/archive/2b37a7eb71f703b86dcda69e6321a913022d0a98.jpg@672w_378h_1c_!web-search-common-cover,6万,229,14:26,https://space.bilibili.com/9303228,江湖举人, · 2022-7-15
我模拟AI和AI对话试图让其拯救人类,https://www.bilibili.com/video/BV1uM4y1z75q/,https://i2.hdslb.com/bfs/archive/c8c5fd5f973a6f0a4925e2ddf279b20eaceca76f.jpg@672w_378h_1c_!web-search-common-cover,478,0,4:36,https://space.bilibili.com/248069378,在座各位都是食物, · 2023-3-25
AI对话 学习起来,https://www.bilibili.com/video/BV1q14y1k7Cy/,https://i2.hdslb.com/bfs/archive/0c5a2f7c5fa86fcf2f0464e24fe15bdfec1f7727.jpg@672w_378h_1c_!web-search-common-cover,98,0,0:49,https://space.bilibili.com/19117298,AI小和尚, · 2023-9-8
【Hanhan】口语对话练习学习软件分享：）一款不需要翻墙的 AI 对话工具|这不比 Chatgpt 好用多啦？！|雅思口语练习&日常口语练习均可,https://www.bilibili.com/video/BV1Ce411n7mG/,https://i2.hdslb.com/bfs/archive/67e44188693f69ae1bd51ceb378d345a4a7ed79b.jpg@672w_378h_1c_!web-search-common-cover,175,0,1:02,https://space.bilibili.com/34739818,ss_Hanhan, · 1-22
chatGPT：用两个AI对话会怎么样,https://www.bilibili.com/video/BV1Co4y1x7RL/,https://i0.hdslb.com/bfs/archive/c3de5e59552730be78812e2293d5450ba29ba99e.jpg@672w_378h_1c_!web-search-common-cover,126,0,2:53,https://space.bilibili.com/3493130494019940,sxddssx, · 2023-5-7
ChatGPT：开启与AI对话的全新篇章！,https://www.bilibili.com/video/BV1Qo4y177hM/,https://i0.hdslb.com/bfs/archive/9a7dd8429671e52df37419a81d39143c9e648717.jpg@672w_378h_1c_!web-search-common-cover,96,0,2:42,https://space.bilibili.com/1261884767,课堂共享, · 2023-6-19
AI多模态智能对话与在线文档实时联动-案例演示,https://www.bilibili.com/video/BV1Di4y167P9/,https://i2.hdslb.com/bfs/archive/bd639472cc3b5b9af8d4853d50420d21b635aaa2.jpg@672w_378h_1c_!web-search-common-cover,156,0,2:54,https://space.bilibili.com/1902447285,可耐的学习助理, · 2023-12-31
第一次体验AI对话功能，感觉无比强大！科技buff加持下，过于自我的人更难融入集体,https://www.bilibili.com/video/BV11u4y1971y/,https://i1.hdslb.com/bfs/archive/2a1fc3e9d873bd7d1da925548c26d92ea423380a.jpg@672w_378h_1c_!web-search-common-cover,285,0,6:07,https://space.bilibili.com/279167708,学生心态, · 2023-8-19
与AI对话：“你认为妈妈会把这场戏，演到什么时候？”,https://www.bilibili.com/video/BV1ZM411578r/,https://i2.hdslb.com/bfs/archive/96cb65a016344c2a9f607f742d8ec39e870659db.jpg@672w_378h_1c_!web-search-common-cover,128,0,1:13,https://space.bilibili.com/39777784,AI角度, · 2023-4-17
当在ai对话中说我爱你会发什么,https://www.bilibili.com/video/BV13z4y1s7i2/,https://i1.hdslb.com/bfs/archive/c0f7014bb14a9624760a97fc8bd040c920bb46ba.jpg@672w_378h_1c_!web-search-common-cover,105,0,1:58,https://space.bilibili.com/1870646060,chysol, · 2023-8-2
AI对话简·奥斯汀，简自己最喜欢的角色竟然是ta？,https://www.bilibili.com/video/BV1824y1477W/,https://i1.hdslb.com/bfs/archive/3752f41b7b315d04e00eac99088bf5282aea43ac.jpg@672w_378h_1c_!web-search-common-cover,223,0,2:59,https://space.bilibili.com/4849058,住在b站的小A君, · 2023-3-11
[AI对话],https://www.bilibili.com/video/BV1Ze411q7xj/,https://i2.hdslb.com/bfs/archive/95fa3e17f26e2c56fcc49ee748ededd6aaa8f5aa.jpg@672w_378h_1c_!web-search-common-cover,44,0,0:46,https://space.bilibili.com/3493079092824944,吾乃诸天天道, · 2023-12-30
Speak G英语口语，全网难得的优秀AI对话口语练习软件！向所有想练口语的同学们安利这个宝藏软件！,https://www.bilibili.com/video/BV1JV4y127vs/,https://i1.hdslb.com/bfs/archive/36136e579a25cc8c67e97c214c5166c01794c12f.jpg@672w_378h_1c_!web-search-common-cover,321,0,1:04,https://space.bilibili.com/676219987,that清清yu, · 2023-6-20
AI对话：当前世界重要的科研方向，都有哪些？,https://www.bilibili.com/video/BV1Rr4y1o7SC/,https://i1.hdslb.com/bfs/archive/57d136806d68c6fe9c3daef6eaaf776f96533b40.jpg@672w_378h_1c_!web-search-common-cover,168,0,1:03,https://space.bilibili.com/77261715,MP4图形器, · 2023-8-8
【AI对话】人工智能之间的相爱相杀,https://www.bilibili.com/video/BV1dt411L7dc/,https://i1.hdslb.com/bfs/archive/67a721973c3b2886aa98692bc610081aa292127b.jpg@672w_378h_1c_!web-search-common-cover,1591,3,10:56,https://space.bilibili.com/53012323,为你点赞丶, · 2019-7-24
来一波ai对话,https://www.bilibili.com/video/BV1dX4y1J7cu/,https://i2.hdslb.com/bfs/archive/5b968924c8efe4fea83117c3f6e04838df550546.jpg@672w_378h_1c_!web-search-common-cover,93,0,0:16,https://space.bilibili.com/3493128573028397,专业空磁铁, · 2023-7-19
调戏AI--英语日常口语对话练习怎么我一说要亲她，这位人工智能就跟我说再见了,https://www.bilibili.com/video/BV1XP411G7sx/,https://i1.hdslb.com/bfs/archive/cb5b83c51ab0e9b3033d028a81d5d6ba8940b64e.jpg@672w_378h_1c_!web-search-common-cover,507,0,3:08,https://space.bilibili.com/32773393,安然子悠, · 2022-8-29
